,Date,open_price,high_price,low_price,close_price,volume,news_lm,news_lm_count,News_bs,news_bs_count,news_mc1,news_mc_count,Sentiment on Date,Subjectivity on Day,Sentiment Value,Subjectivity value,News Sentiment on Date,News Subjectivity on Day,News Sentiment Value,News Subjectivity value,total_tweets,retweets_sum,tweets_favourites_sum,News,total_news
10,2021-05-17,3055,3075.2,3036,3069.75,2890462,0,0.0,"Mother Dairy Offers VRS For Employees At East Delhi Plant,Housing Sales Up 21%, New Supply Down 40% In January-March: Report,Synechron To Hire Up To 2,000 Professionals To Boost India Plans",3.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Highly Subjective,0.11818181800000001,0.22727272699999998,0.0,0.0,0.0,"Mother Dairy Offers VRS For Employees At East Delhi Plant,Housing Sales Up 21%, New Supply Down 40% In January-March: Report,Synechron To Hire Up To 2,000 Professionals To Boost India Plans",3.0
11,2021-05-14,3098.5,3098.5,3040,3051.5,2043935,0,0.0,"Haryana Records 164 Fatalities, 10,608 Fresh Coronavirus Infections",1.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.3,0.5,0.0,0.0,0.0,"Haryana Records 164 Fatalities, 10,608 Fresh Coronavirus Infections",1.0
12,2021-05-12,3120,3120,3070.6,3087.6,1978558,0,0.0,"India May Overtake China As Most Populous Country Even Before 2027: Report,Tata Power'S Q4 Consolidated Net Profit Rises Marginally To Rs 481 Cr,Delhi-NCR At Bottom Among Top 8 Cities On Health Infra Parameters: Report,Toyota'S Profit Soared In Jan-March Qtr To $7 Bn Amid Covid-19 Pandemic",4.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Highly Subjective,0.25,0.25,0.0,0.0,0.0,"India May Overtake China As Most Populous Country Even Before 2027: Report,Tata Power'S Q4 Consolidated Net Profit Rises Marginally To Rs 481 Cr,Delhi-NCR At Bottom Among Top 8 Cities On Health Infra Parameters: Report,Toyota'S Profit Soared In Jan-March Qtr To $7 Bn Amid Covid-19 Pandemic",4.0
13,2021-05-11,3125,3128.1,3091.15,3122.6,2415625,0,0.0,"Tata Motors Reviewing CCI Order On Probe Against Commercial Vehicle Biz,CCI Approves Internal Restructuring Of IBM Under Green Channel Route",2.0,0,0.0,0,0,0.0,0.0,Negative,Objective,-0.066666667,0.1,0.0,0.0,0.0,"Tata Motors Reviewing CCI Order On Probe Against Commercial Vehicle Biz,CCI Approves Internal Restructuring Of IBM Under Green Channel Route",2.0
14,2021-05-10,3145.95,3164.2,3125,3145.5,2137153,0,0.0,"Chhatrasal Brawl: Lookout Notice Issued Against Wrestler Sushil Kumar,Covid-19 Crisis: HCL Tech To HUL, Corporate India Extends A Helping Hand",2.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Chhatrasal Brawl: Lookout Notice Issued Against Wrestler Sushil Kumar,Covid-19 Crisis: HCL Tech To HUL, Corporate India Extends A Helping Hand",2.0
15,2021-05-07,3133,3159.85,3111.8,3132.9,1912540,0,0.0,"Covid-19 Not Just Lung Disease, Can Also Cause Blood Clots: Experts,India'S Sovereign Rating To Remain At Current Level For Next 2 Years: S&P",2.0,"TCS Consolidated March 2021 Net Sales at Rs 43,705.00 crore, up 9.41% Y-o-Y",1.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.133333333,0.0,0.0,0.0,"Covid-19 Not Just Lung Disease, Can Also Cause Blood Clots: Experts,India'S Sovereign Rating To Remain At Current Level For Next 2 Years: S&P,TCS Consolidated March 2021 Net Sales at Rs 43,705.00 crore, up 9.41% Y-o-Y",3.0
16,2021-05-06,3105.5,3134,3074,3111.45,1791671,0,0.0,"Bengaluru Slips To 40th Spot Globally In Price Rise Of Luxury Homes: Report,Covid-19 To Shave-Off 20-25 Pc Of Auto Fuel Demand In The Month Of April",2.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Bengaluru Slips To 40th Spot Globally In Price Rise Of Luxury Homes: Report,Covid-19 To Shave-Off 20-25 Pc Of Auto Fuel Demand In The Month Of April",2.0
17,2021-05-05,3070,3099.4,3052.4,3095.7,1939289,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
18,2021-05-04,3062.8,3090,3035,3049.75,1990777,0,0.0,"Edtech Startup Teachmint Raises $16.5 Million In Series A Funding Round,Investor Warren Buffett'S ESG Snub Risks Alienating Wall Street,Godrej Properties Clocks Record Sales Bookings Of Rs 6,725 Cr In FY21,Israel To Send Medical Equipment To Help India Fight Against Covid Crises,UK PM Boris Johnson Announces New One Billion Pound Trade Deal With India,UK-India Summit: Serum Institute Set To Invest 240 Million Pound In Britain",6.0,0,0.0,0,0,0.0,0.0,Negative,Highly Subjective,-0.054545455,0.251515152,0.0,0.0,0.0,"Edtech Startup Teachmint Raises $16.5 Million In Series A Funding Round,Investor Warren Buffett'S ESG Snub Risks Alienating Wall Street,Godrej Properties Clocks Record Sales Bookings Of Rs 6,725 Cr In FY21,Israel To Send Medical Equipment To Help India Fight Against Covid Crises,UK PM Boris Johnson Announces New One Billion Pound Trade Deal With India,UK-India Summit: Serum Institute Set To Invest 240 Million Pound In Britain",6.0
19,2021-05-03,3024.9,3055,3004,3037,1545831,0,0.0,"T Rabi Sankar Takes Over As RBI Deputy Governor, Has A Tenure Of 3 Years",1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"T Rabi Sankar Takes Over As RBI Deputy Governor, Has A Tenure Of 3 Years",1.0
20,2021-04-30,3099,3132.05,3020,3035.65,3072305,TCS appoints Samir Seksaria as CFO effective 1 May,1.0,"Wipro Ups IT Services Revenue Guidance To 8-10% In April-June Quarter,IBM To Acquire US-Based Enterprise Software Firm Turbonomic For Up To $2 Bn,UP CM Adityanath Asks Ayush Practitioners To Join Fight Against Covid-19,India Public Cloud End-User Spending To Touch $4.4 Billion In 2021: Gartner",4.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.133333333,0.42222222200000004,0.0,0.0,0.0,"Wipro Ups IT Services Revenue Guidance To 8-10% In April-June Quarter,IBM To Acquire US-Based Enterprise Software Firm Turbonomic For Up To $2 Bn,UP CM Adityanath Asks Ayush Practitioners To Join Fight Against Covid-19,India Public Cloud End-User Spending To Touch $4.4 Billion In 2021: Gartner,TCS appoints Samir Seksaria as CFO effective 1 May",5.0
21,2021-04-29,3145.6,3157.35,3105.5,3115.25,1621395,0,0.0,"Apple Soars Past Sales, Profit Targets With Strong IPhone Demand: Know More",1.0,0,0.0, Slightly Positive,Slightly Subjective,0.34,0.593333333,Neutral,Slightly Subjective,0.091666667,0.49166666700000006,3.0,0.0,9.0,"Apple Soars Past Sales, Profit Targets With Strong IPhone Demand: Know More",1.0
22,2021-04-28,3149.95,3151,3112,3124.1,1639037,0,0.0,"PowerGrid InvIT Garners Rs 3,480 Cr From Anchor Investors Ahead Of IPO,War-Rooms And Oxygen: India'S IT Companies Scramble To Handle Covid Surge,Singapore Sends Oxygen Cylinders To Support India'S Fight Against Covid-19,Musk Trolls Bezos As Space Race Between World'S Richest Men Heats Up",4.0,0,0.0, Slightly Positive,Slightly Subjective,0.272,0.433,Neutral,Objective,0.0,0.0,7.0,1.0,5.0,"PowerGrid InvIT Garners Rs 3,480 Cr From Anchor Investors Ahead Of IPO,War-Rooms And Oxygen: India'S IT Companies Scramble To Handle Covid Surge,Singapore Sends Oxygen Cylinders To Support India'S Fight Against Covid-19,Musk Trolls Bezos As Space Race Between World'S Richest Men Heats Up",4.0
23,2021-04-27,3106,3136.1,3103,3132,1471417,0,0.0,"IOS 14.5 Lets Users Unlock IPhone With Face Mask On, Through Apple Watch,Covid-19: Oxygen Express Train Carrying 70 Tonnes Of Oxygen Reaches Delhi",2.0,0,0.0, Slightly Positive,Slightly Subjective,0.37,0.5175,Neutral,Objective,0.0,0.0,10.0,3.0,73.0,"IOS 14.5 Lets Users Unlock IPhone With Face Mask On, Through Apple Watch,Covid-19: Oxygen Express Train Carrying 70 Tonnes Of Oxygen Reaches Delhi",2.0
24,2021-04-26,3102.05,3153,3088.05,3100.8,2490260,0,0.0,Blackstone To Buy Controlling Stake In Mphasis For Up To $2.8 Billion,1.0,0,0.0, Slightly Positive,Highly Subjective,0.12857142900000001,0.36190476200000005,Neutral,Objective,0.0,0.0,7.0,0.0,3.0,Blackstone To Buy Controlling Stake In Mphasis For Up To $2.8 Billion,1.0
25,2021-04-23,3105,3119,3091.05,3109.5,1615309,0,0.0,0,0.0,0,0.0, Slightly Positive,Objective,0.135227273,0.19659090899999998,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
26,2021-04-22,3148,3148,3105.25,3118.8,1988980,0,0.0,"Tesla Comes Under Growing China Pressure After Customer Complaint,Australia Cancels Two Infra Deals With China On National Interest Grounds",2.0,0,0.0, Slightly Positive,Highly Subjective,0.12435064900000001,0.352597403,Neutral,Objective,0.0,0.0,3.0,0.0,2.0,"Tesla Comes Under Growing China Pressure After Customer Complaint,Australia Cancels Two Infra Deals With China On National Interest Grounds",2.0
27,2021-04-20,3225,3225.35,3126.35,3144.55,3141893,0,0.0,"Apple Event: AirTags For Lost Items, Slim IMacs In New Colors Announced,IBM Quarterly Sales Growth Highest In Over Two Years On Cloud Strength",2.0,0,0.0, Slightly Positive,Highly Subjective,0.20785124,0.391322314, Slightly Positive,Slightly Subjective,0.13636363599999998,0.454545455,9.0,0.0,81.0,"Apple Event: AirTags For Lost Items, Slim IMacs In New Colors Announced,IBM Quarterly Sales Growth Highest In Over Two Years On Cloud Strength",2.0
28,2021-04-19,3169,3189,3135.1,3161.8,2679106,The mixed fortunes of our IT services sector,1.0,"Oil Falls Amid Surging Coronavirus Infections In India, Other Countries,Chip Shortage Casts Shadow On China'S Auto Industry Recovery: Details Here,Negative Covid-19 Report Must For Train Passengers Arriving In Maharasthra",3.0,0,0.0,Neutral,Slightly Subjective,0.074545455,0.401818182,Neutral,Highly Subjective,0.0,0.25,8.0,3.0,12.0,"Oil Falls Amid Surging Coronavirus Infections In India, Other Countries,Chip Shortage Casts Shadow On China'S Auto Industry Recovery: Details Here,Negative Covid-19 Report Must For Train Passengers Arriving In Maharasthra,The mixed fortunes of our IT services sector",4.0
29,2021-04-16,3229,3247,3182.6,3195.15,3224657,"Wipro lags on growth, but deal wins keep hopes alive",1.0,PE Investment In Realty Jumps 16-Fold In Jan-Mar At $3.2 Bn: Report,1.0,Buy Tata Consultancy Services; target of Rs 3773: Geojit,1.0,0,0,0.0,0.0, Slightly Positive,Highly Subjective,0.3,0.2,0.0,0.0,0.0,"PE Investment In Realty Jumps 16-Fold In Jan-Mar At $3.2 Bn: Report,Wipro lags on growth, but deal wins keep hopes alive,Buy Tata Consultancy Services; target of Rs 3773: Geojit",3.0
30,2021-04-15,3160.3,3237.25,3087.45,3218.95,6062760,0,0.0,0,0.0,Buy Tata Consultancy Services; target of Rs 3610: Anand Rathi,1.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,Buy Tata Consultancy Services; target of Rs 3610: Anand Rathi,1.0
31,2021-04-13,3214,3214,3073.05,3104.05,8654596,"TCS falls 3% on expensive valuations,TCS posts 15% jump in Q4 profit",2.0,"IATO Seeks Government Support To Tide Over Covid-19 Pandemic Impact,Worldwide PC Shipments Increase 32% In First Quarter, Lenovo Leads",2.0,"Neutral TCS; target of Rs 3250: Motilal Oswal,Buy Tata Consultancy Services; target of Rs 3800: ICICI Direct,Reduce Tata Consultancy Services; target of Rs 3370: Dolat Capital Market,Buy Tata Consultancy Services: target of Rs 3750: Sharekhan,Buy Tata Consultancy Services; target of Rs 3636: Prabhudas Lilladher,TCS Consolidated March 2021 Net Sales at Rs 43,705.00 crore, up 9.41% Y-o-Y,TCS Standalone March 2021 Net Sales at Rs 36,017.00 crore, up 8.41% Y-o-Y",7.0,0,0,0.0,0.0,Negative,Highly Subjective,-0.0625,0.258333333,0.0,0.0,0.0,"IATO Seeks Government Support To Tide Over Covid-19 Pandemic Impact,Worldwide PC Shipments Increase 32% In First Quarter, Lenovo Leads,TCS falls 3% on expensive valuations,TCS posts 15% jump in Q4 profit,Neutral TCS; target of Rs 3250: Motilal Oswal,Buy Tata Consultancy Services; target of Rs 3800: ICICI Direct,Reduce Tata Consultancy Services; target of Rs 3370: Dolat Capital Market,Buy Tata Consultancy Services: target of Rs 3750: Sharekhan,Buy Tata Consultancy Services; target of Rs 3636: Prabhudas Lilladher,TCS Consolidated March 2021 Net Sales at Rs 43,705.00 crore, up 9.41% Y-o-Y,TCS Standalone March 2021 Net Sales at Rs 36,017.00 crore, up 8.41% Y-o-Y",11.0
32,2021-04-12,3322.25,3338.1,3213.2,3246.55,3791828,"TCS Q4 results: Net profit rises 15% to ₹9,246 cr; revenue at ₹43,705 cr,Stocks to Watch: TCS, Infosys, Tata Motors, pharma companies, NBFCs",2.0,"WeWork India Raises Rs 200 Cr To Grow Biz, Become Profitable In 2021",1.0,"TCS Q4 profit jumps 6.3% QoQ to Rs 9,246 crore, CC revenue growth at 4.2% with highest-ever quarterly deal wins,TCS Q4FY21 Preview | Earnings expected to beat peers; deal wins key",2.0,0,0,0.0,0.0,Neutral,Slightly Subjective,0.05,0.4,0.0,0.0,0.0,"WeWork India Raises Rs 200 Cr To Grow Biz, Become Profitable In 2021,TCS Q4 results: Net profit rises 15% to ₹9,246 cr; revenue at ₹43,705 cr,Stocks to Watch: TCS, Infosys, Tata Motors, pharma companies, NBFCs,TCS Q4 profit jumps 6.3% QoQ to Rs 9,246 crore, CC revenue growth at 4.2% with highest-ever quarterly deal wins,TCS Q4FY21 Preview | Earnings expected to beat peers; deal wins key",5.0
33,2021-04-09,3354,3354.35,3308,3322.25,2911129,0,0.0,"Sensex Snaps 3-Day Winning Streak As RIL, Banks Slide; Logs Weekly Loss,China Set To Clear Tencent'S $3.5 Bn Deal To Acquire Search Engine Sogou",2.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.3,0.566666667,0.0,0.0,0.0,"Sensex Snaps 3-Day Winning Streak As RIL, Banks Slide; Logs Weekly Loss,China Set To Clear Tencent'S $3.5 Bn Deal To Acquire Search Engine Sogou",2.0
34,2021-04-08,3270,3335,3266.05,3317.35,2578118,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
35,2021-04-07,3259,3277.55,3234.8,3271.4,2491268,0,0.0,"Wipro Appoints Ex-Walmart Exec Subha Tatavarti As Chief Technology Officer,Intel Launches 3rd Gen Xeon Scalable Processors For Data Centres,India'S Trifecta Capital Files For Rs 1,500 Crore Late-Stage VC Fund,India A World Leader In Deployment Of Renewable Energy: US Envoy John Kerry",4.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Wipro Appoints Ex-Walmart Exec Subha Tatavarti As Chief Technology Officer,Intel Launches 3rd Gen Xeon Scalable Processors For Data Centres,India'S Trifecta Capital Files For Rs 1,500 Crore Late-Stage VC Fund,India A World Leader In Deployment Of Renewable Energy: US Envoy John Kerry",4.0
36,2021-04-06,3275,3275,3230,3264.7,2291562,0,0.0,US SC Backs Google In Copyright Fight With Oracle Over Android OS,1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,US SC Backs Google In Copyright Fight With Oracle Over Android OS,1.0
37,2021-04-05,3171,3263,3151,3238.9,5317862,Infosys hits ₹6 trillion in market capitalisation,1.0,0,0.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,Infosys hits ₹6 trillion in market capitalisation,1.0
38,2021-04-01,3191.1,3215,3145,3165,4285076,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
39,2021-03-31,3155,3205,3132,3177.85,3530069,0,0.0,"Archer To Begin Two-Weeks' Rehabilitation, Unlikely To Be Ready For IPL,Grofers To Cover Covid-19 Vaccination Cost For Employees, Contractual Staff",2.0,0,0.0,0,0,0.0,0.0,Negative,Slightly Subjective,-0.15,0.5,0.0,0.0,0.0,"Archer To Begin Two-Weeks' Rehabilitation, Unlikely To Be Ready For IPL,Grofers To Cover Covid-19 Vaccination Cost For Employees, Contractual Staff",2.0
40,2021-03-30,3083,3188.45,3060.9,3158.55,4694008,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
41,2021-03-26,3090.65,3118,3043.05,3066.8,3697370,"Shares of Tata group companies cheer apex court’s order,Tata group stocks jump as SC rejects Shapoorji Pallonji group's pleas",2.0,Insider Trading: SAT Sets Aside Sebi'S Order In WhatsApp Leak Case,1.0,Tata group stocks rise up to 6% after Supreme Court rules in favour of Tatas against Mistry,1.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Insider Trading: SAT Sets Aside Sebi'S Order In WhatsApp Leak Case,Shares of Tata group companies cheer apex court’s order,Tata group stocks jump as SC rejects Shapoorji Pallonji group's pleas,Tata group stocks rise up to 6% after Supreme Court rules in favour of Tatas against Mistry",4.0
42,2021-03-25,3112.2,3130.85,3050,3064.85,3179786,0,0.0,Infosys Appoints Chitra Nayak As Independent Director,1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.125,0.0,0.0,0.0,Infosys Appoints Chitra Nayak As Independent Director,1.0
43,2021-03-24,3111.2,3152.3,3111.15,3121.1,2207104,TCS launches new solution for media and communication service providers,1.0,Hotel Investment Trading Volume In India Declines 84% In 2020: JLL,1.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.13636363599999998,0.454545455,0.0,0.0,0.0,"Hotel Investment Trading Volume In India Declines 84% In 2020: JLL,TCS launches new solution for media and communication service providers",2.0
44,2021-03-23,3140,3169,3122.85,3142.6,3305973,0,0.0,"Govt Exits Tata Communications, Sells 26% Stake For Rs 8,846 Crore,'Relaxed Valuation Rule For Perpetual Bonds To Help Avoid Panic Redemption',Notify Health Policy For Rare Diseases By March 31: Delhi HC To Centre,Abu Dhabi Funds Invest $150 Million In Messaging App Telegram,Tata Consulting-Led JV Lowest Bidder For Mumbai-Ahmedabad HSR Consultancy",5.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.3,0.9,0.0,0.0,0.0,"Govt Exits Tata Communications, Sells 26% Stake For Rs 8,846 Crore,'Relaxed Valuation Rule For Perpetual Bonds To Help Avoid Panic Redemption',Notify Health Policy For Rare Diseases By March 31: Delhi HC To Centre,Abu Dhabi Funds Invest $150 Million In Messaging App Telegram,Tata Consulting-Led JV Lowest Bidder For Mumbai-Ahmedabad HSR Consultancy",5.0
45,2021-03-22,3048.7,3139.45,3018.65,3129.65,2821646,0,0.0,"Japan Car Makers Scramble To Assess Impact Of Renesas Auto Chip-Plant Fire,Asian Trading Mixed After Fed Announces End To Emergency Measures,Airtel Panel Approves Preferential Allotment Of 36.4 Million Shares To LMIL",3.0,0,0.0,0,0,0.0,0.0,Neutral,Highly Subjective,0.0,0.25,0.0,0.0,0.0,"Japan Car Makers Scramble To Assess Impact Of Renesas Auto Chip-Plant Fire,Asian Trading Mixed After Fed Announces End To Emergency Measures,Airtel Panel Approves Preferential Allotment Of 36.4 Million Shares To LMIL",3.0
46,2021-03-19,3030,3099,3005,3050.2,5776626,"TCS announces salary hike for employees, second in six months",1.0,Government Sells 10% Stake To Exit Tata Communications In Off-Market Trade,1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Government Sells 10% Stake To Exit Tata Communications In Off-Market Trade,TCS announces salary hike for employees, second in six months",2.0
47,2021-03-18,3125.95,3146.45,2987.05,3036.5,3656306,0,0.0,"Accenture'S Business Grows At Pre-Pandemic Levels, Raises Revenue Forecast,Looming 2nd Covid Peak With Festivals Around The Corner, Callous Attitude,SUV Probe: NIA Seizes Mercedes, Toyota Prado Linked To Sachin Vaze",3.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Accenture'S Business Grows At Pre-Pandemic Levels, Raises Revenue Forecast,Looming 2nd Covid Peak With Festivals Around The Corner, Callous Attitude,SUV Probe: NIA Seizes Mercedes, Toyota Prado Linked To Sachin Vaze",3.0
48,2021-03-17,3105,3155,3085.3,3112.95,3838390,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
49,2021-03-16,3060,3141,3060,3110.05,4894756,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
50,2021-03-15,3041,3099,3041,3066.15,3097083,0,0.0,"CarDekho Launches UPLINK, Forays Into Connected Vehicle Technology,Craftsman Automation IPO: Opportunities & Risks To Know Before Subscribing",2.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"CarDekho Launches UPLINK, Forays Into Connected Vehicle Technology,Craftsman Automation IPO: Opportunities & Risks To Know Before Subscribing",2.0
51,2021-03-12,3075,3117,3041.35,3057.95,2938317,0,0.0,"Govt To Sell 16.12% Stake In Tata Comm Through OFS, Rest To Tata Sons Arm,FinMin Asks Sebi To Withdraw Directive On Tenure Of AT1 Bonds,Investor Wealth Falls Rs 1.37 Trn As Markets Snap Three-Day Rising Streak,Tesla In Talks With Tata Power To Set Up EV Charging Infra In India: Report",4.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Govt To Sell 16.12% Stake In Tata Comm Through OFS, Rest To Tata Sons Arm,FinMin Asks Sebi To Withdraw Directive On Tenure Of AT1 Bonds,Investor Wealth Falls Rs 1.37 Trn As Markets Snap Three-Day Rising Streak,Tesla In Talks With Tata Power To Set Up EV Charging Infra In India: Report",4.0
52,2021-03-10,3075,3093.2,3060,3070.95,3053778,0,0.0,Swiggy Revamps 'Super' Premium Subscription Service,1.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.333333333,0.666666667,0.0,0.0,0.0,Swiggy Revamps 'Super' Premium Subscription Service,1.0
53,2021-03-09,3006.95,3066.9,2992.1,3050.95,1942397,0,0.0,Demand For Luxury Housing Improves In National Capital,1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,Demand For Luxury Housing Improves In National Capital,1.0
54,2021-03-08,3016,3033,2996,3006.95,2003125,0,0.0,"Twitter Is Testing New E-Commerce Features To Integrate Product Details,Tata Motors Shareholders Approve Hiving Off PV Business Into New Entity,Cloud Paks Allow Clients To Easily Move To The Cloud: IBM'S Natarajan",3.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Slightly Subjective,0.235353535,0.580808081,0.0,0.0,0.0,"Twitter Is Testing New E-Commerce Features To Integrate Product Details,Tata Motors Shareholders Approve Hiving Off PV Business Into New Entity,Cloud Paks Allow Clients To Easily Move To The Cloud: IBM'S Natarajan",3.0
55,2021-03-05,3016.1,3063.2,2996.6,3008.05,3203686,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
56,2021-03-04,3023,3081.45,3016.05,3049.7,3916760,0,0.0,"Job Offers Aplenty At Top Business Schools, But Salary Growth Muted",1.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Highly Subjective,0.3,0.25,0.0,0.0,0.0,"Job Offers Aplenty At Top Business Schools, But Salary Growth Muted",1.0
57,2021-03-03,3035,3064,2996.9,3059.1,3509857,0,0.0,Success Beyond Software And Services,1.0,0,0.0,0,0,0.0,0.0, Slightly Positive,Objective,0.3,0.0,0.0,0.0,0.0,Success Beyond Software And Services,1.0
58,2021-03-02,2960,3025,2948,3006.35,3306469,0,0.0,"UK'S Expired Cruise Ships Being Scrapped In India: Report,Several Big Businesses Are In Fray For Setting Up NUE. What Is It?,Global Stocks, US Futures Sink After Selloff In US Treasury Debt Eases",3.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.1,0.0,0.0,0.0,"UK'S Expired Cruise Ships Being Scrapped In India: Report,Several Big Businesses Are In Fray For Setting Up NUE. What Is It?,Global Stocks, US Futures Sink After Selloff In US Treasury Debt Eases",3.0
59,2021-03-01,2926,2965,2901.8,2924.2,3265871,0,0.0,"Without Red Tape, Plans To Let Private Sector Manage Surplus Land Can Work",1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.1875,0.0,0.0,0.0,"Without Red Tape, Plans To Let Private Sector Manage Surplus Land Can Work",1.0
60,2021-02-26,2960,2972.35,2880,2894.3,5553153,0,0.0,0,0.0,0,0.0, Slightly Positive,Slightly Subjective,0.38,0.51,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
61,2021-02-25,2974,3029.9,2968.45,2995.3,4224073,0,0.0,0,0.0,0,0.0,Neutral,Slightly Subjective,0.039285714,0.457142857,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
62,2021-02-24,2972,3003.35,2921.15,2948.1,3774549,0,0.0,0,0.0,0,0.0,Neutral,Highly Subjective,0.061656746,0.344642857,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
63,2021-02-23,2970,3028,2968,2980.2,3832829,0,0.0,"NSE To Make Changes In Index Maintenance Guidelines, Criteria From Mar 31",1.0,0,0.0, Slightly Positive,Highly Subjective,0.21225446399999998,0.291056548,Neutral,Objective,0.0,0.0,23.0,14.0,72.0,"NSE To Make Changes In Index Maintenance Guidelines, Criteria From Mar 31",1.0
64,2021-02-22,3096,3096,2943.15,2958.45,5366696,0,0.0,"Tatas Outdo Sensex Under Chandrasekaran, But More Dependent On TCS",1.0,0,0.0,Neutral,Slightly Subjective,0.060714286,0.49642857100000004,Neutral,Objective,0.0,0.0,9.0,5.0,45.0,"Tatas Outdo Sensex Under Chandrasekaran, But More Dependent On TCS",1.0
65,2021-02-19,3058,3087.15,3016.15,3071.85,3725028,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
66,2021-02-18,3065,3097.9,3031,3057.35,4189909,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
67,2021-02-17,3105.1,3132.85,3045.55,3073.1,3678426,0,0.0,"Small Loans, Big Stakes: Why MSMEs Are Banking On Fintech Lenders",1.0,0,0.0,0,0,0.0,0.0,Negative,Highly Subjective,-0.125,0.25,0.0,0.0,0.0,"Small Loans, Big Stakes: Why MSMEs Are Banking On Fintech Lenders",1.0
68,2021-02-16,3150,3167.65,3100,3108.8,3435770,Adani Transmission among 50 most valuable publicly traded firms in India,1.0,Tata Comm Ties Up With Google Cloud To Transform Indian Businesses,1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.066666667,0.0,0.0,0.0,"Tata Comm Ties Up With Google Cloud To Transform Indian Businesses,Adani Transmission among 50 most valuable publicly traded firms in India",2.0
69,2021-02-15,3209,3209,3131.55,3139.85,2630853,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
70,2021-02-12,3184.2,3245.5,3182,3190.8,2777404,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
71,2021-02-11,3215,3219.3,3185.05,3206,1165882,0,0.0,"Regulator Unveils Framework For Lawyers, Consultants And Others At GIFT",1.0,0,0.0,0,0,0.0,0.0,Neutral,Objective,0.0,0.0,0.0,0.0,0.0,"Regulator Unveils Framework For Lawyers, Consultants And Others At GIFT",1.0
